tradition,reference,original_text,translation
Gita,10.4,"बुद्धिर्ज्ञानमसम्मोहः क्षमा सत्यं दमः शमः |
सुखं दुःखं भवोऽभावो भयं चाभयमेव च ||१०-४||","Intelligence, knowledge, freedom from doubt and delusion, forgiveness, truthfulness, control of the senses, control of the mind, happiness and distress, birth, death, fear, fearlessness;"
Gita,10.5,"अहिंसा समता तुष्टिस्तपो दानं यशोऽयशः |
भवन्ति भावा भूतानां मत्त एव पृथग्विधाः ||१०-५||","Nonviolence, equanimity, satisfaction, austerity, charity, fame, and infamy—all these various qualities of living beings are created by Me alone."
Gita,10.6,"महर्षयः सप्त पूर्वे चत्वारो मनवस्तथा |
मद्भावा मानसा जाता येषां लोक इमाः प्रजाः ||१०-६||","The seven great sages and before them the four other great sages and the Manus [progenitors of mankind] come from Me, born from My mind, and all the living beings populating the various planets descend from them."
Gita,10.7,"एतां विभूतिं योगं च मम यो वेत्ति तत्त्वतः |
सोऽविकम्पेन योगेन युज्यते नात्र संशयः ||१०-७||",One who is factually convinced of this opulence and mystic power of Mine engages in unalloyed devotional service; of this there is no doubt.
Gita,10.8,"अहं सर्वस्य प्रभवो मत्तः सर्वं प्रवर्तते |
इति मत्वा भजन्ते मां बुधा भावसमन्विताः ||१०-८||",I am the source of all spiritual and material worlds. Everything emanates from Me. The wise who perfectly know this engage in My devotional service and worship Me with all their hearts.
Gita,10.9,"मच्चित्ता मद्गतप्राणा बोधयन्तः परस्परम् |
कथयन्तश्च मां नित्यं तुष्यन्ति च रमन्ति च ||१०-९||","The thoughts of My pure devotees dwell in Me, their lives are fully devoted to My service, and they derive great satisfaction and bliss from always enlightening one another and conversing about Me."
Gita,10.10,"तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम् |
ददामि बुद्धियोगं तं येन मामुपयान्ति ते ||१०-१०||","To those who are constantly devoted to serving Me with love, I give the understanding by which they can come to Me."
Gita,10.11,"तेषामेवानुकम्पार्थमहमज्ञानजं तमः |
नाशयाम्यात्मभावस्थो ज्ञानदीपेन भास्वता ||१०-११||","To show them special mercy, I, dwelling in their hearts, destroy with the shining lamp of knowledge the darkness born of ignorance."
Gita,10.12,"अर्जुन उवाच |
परं ब्रह्म परं धाम पवित्रं परमं भवान् |
पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् ||१०-१२||","Arjuna said: You are the Supreme Brahman, the ultimate, the supreme abode and purifier, the Absolute Truth and the eternal divine person. You are the primal God, transcendental and original, and You are the unborn and all-pervading beauty."
Gita,10.13,"आहुस्त्वामृषयः सर्वे देवर्षिर्नारदस्तथा |
असितो देवलो व्यासः स्वयं चैव ब्रवीषि मे ||१०-१३||","All the great sages such as Narada, Asita, Devala, and Vyasa proclaim this of You, and now You Yourself are declaring it to me."
Gita,10.14,"सर्वमेतदृतं मन्ये यन्मां वदसि केशव |
न हि ते भगवन्व्यक्तिं विदुर्देवा न दानवाः ||१०-१४||","O Kṛṣṇa, I totally accept as truth all that You have told me. Neither the demigods nor the demons, O Lord, can understand Your personality."
Gita,10.15,"स्वयमेवात्मनात्मानं वेत्थ त्वं पुरुषोत्तम |
भूतभावन भूतेश देवदेव जगत्पते ||१०-१५||","Indeed, You alone know Yourself by Your own internal potency, O Supreme Person, origin of all, Lord of all beings, God of gods, Lord of the universe!"
Gita,10.16,"वक्तुमर्हस्यशेषेण दिव्या ह्यात्मविभूतयः |
याभिर्विभूतिभिर्लोकानिमांस्त्वं व्याप्य तिष्ठसि ||१०-१६||",Please tell me in detail of Your divine opulences by which You pervade all these worlds.
Gita,10.17,"कथं विद्यामहं योगिंस्त्वां सदा परिचिन्तयन् |
केषु केषु च भावेषु चिन्त्योऽसि भगवन्मया ||१०-१७||","O Kṛṣṇa, O supreme mystic, how shall I constantly think of You, and how shall I know You? In what various forms are You to be remembered, O Supreme Personality of Godhead?"
Gita,10.18,"विस्तरेणात्मनो योगं विभूतिं च जनार्दन |
भूयः कथय तृप्तिर्हि शृण्वतो नास्ति मेऽमृतम् ||१०-१८||","O Janārdana, again please describe in detail the mystic power of Your opulences. I am never satiated in hearing about You, for the more I hear the more I want to taste the nectar of Your words."
Gita,10.19,"श्रीभगवानुवाच |
हन्त ते कथयिष्यामि दिव्या ह्यात्मविभूतयः |
प्राधान्यतः कुरुश्रेष्ठ नास्त्यन्तो विस्तरस्य मे ||१०-१९||","The Supreme Personality of Godhead said: Yes, I will tell you of My splendorous manifestations, but only of those which are prominent, O Arjuna, for My opulence is limitless."
Gita,10.20,"अहमात्मा गुडाकेश सर्वभूताशयस्थितः |
अहमादिश्च मध्यं च भूतानामन्त एव च ||१०-२०||","I am the Supersoul, O Arjuna, seated in the hearts of all living entities. I am the beginning, the middle and the end of all beings."
Gita,10.21,"आदित्यानामहं विष्णुर्ज्योतिषां रविरंशुमान् |
मरीचिर्मरुतामस्मि नक्षत्राणामहं शशी ||१०-२१||","Of the Ādityas I am Viṣṇu, of lights I am the radiant sun, of the Maruts I am Marīci, and among the stars I am the moon."
Gita,10.22,"वेदानां सामवेदोऽस्मि देवानामस्मि वासवः |
इन्द्रियाणां मनश्चास्मि भूतानामस्मि चेतना ||१०-२२||","Of the Vedas I am the Sāma Veda; of the demigods I am Indra, the king of heaven; of the senses I am the mind; and in living beings I am the living force [consciousness]."
Gita,10.23,"रुद्राणां शङ्करश्चास्मि वित्तेशो यक्षरक्षसाम् |
वसूनां पावकश्चास्मि मेरुः शिखरिणामहम् ||१०-२३||","Of all the Rudras I am Lord Śiva, of the Yakṣas and Rākṣasas I am the Lord of wealth [Kuvera], of the Vasus I am fire [Agni], and of mountains I am Meru."
Gita,10.24,"पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम् |
सेनानीनामहं स्कन्दः सरसामस्मि सागरः ||१०-२४||","Of priests, O Arjuna, know Me to be the chief, Bṛhaspati. Of generals I am Kārttikeya, and of bodies of water I am the ocean."
Gita,10.25,"महर्षीणां भृगुरहं गिरामस्म्येकमक्षरम् |
यज्ञानां जपयज्ञोऽस्मि स्थावराणां हिमालयः ||१०-२५||","Of the great sages I am Bhṛgu; of vibrations I am the transcendental oṁ. Of sacrifices I am the chanting of the holy names [japa], and of immovable things I am the Himālayas."
Gita,10.26,"अश्वत्थः सर्ववृक्षाणां देवर्षीणां च नारदः |
गन्धर्वाणां चित्ररथः सिद्धानां कपिलो मुनिः ||१०-२६||","Of all trees I am the banyan tree, and of the sages among the demigods I am Nārada. Of the Gandharvas I am Citraratha, and among perfected beings I am the sage Kapila."
Gita,10.27,"उच्चैःश्रवसमश्वानां विद्धि माममृतोद्भवम् |
ऐरावतं गजेन्द्राणां नराणां च नराधिपम् ||१०-२७||","Of horses know Me to be Uccaiḥśravā, produced during the churning of the ocean for nectar. Of lordly elephants I am Airāvata, and among men I am the monarch."
Gita,10.28,"आयुधानामहं वज्रं धेनूनामस्मि कामधुक् |
प्रजनश्चास्मि कन्दर्पः सर्पाणामस्मि वासुकिः ||१०-२८||","Of weapons I am the thunderbolt; among cows I am the surabhi. Of causes for procreation I am Kandarpa, the god of love, and of serpents I am Vāsuki."
Gita,10.29,"अनन्तश्चास्मि नागानां वरुणो यादसामहम् |
पितॄणामर्यमा चास्मि यमः संयमतामहम् ||१०-२९||","Of the many-hooded Nāgas I am Ananta, and among the aquatics I am the demigod Varuṇa. Of departed ancestors I am Aryamā, and among the dispensers of law I am Yama, the lord of death."
Gita,10.30,"प्रह्लादश्चास्मि दैत्यानां कालः कलयतामहम् |
मृगाणां च मृगेन्द्रोऽहं वैनतेयश्च पक्षिणाम् ||१०-३०||","Among the Daitya demons I am the devoted Prahlāda, among subduers I am time, among beasts I am the lion, and among birds I am Garuḍa."
Gita,10.31,"पवनः पवतामस्मि रामः शस्त्रभृतामहम् |
झषाणां मकरश्चास्मि स्रोतसामस्मि जाह्नवी ||१०-३१||","Of purifiers I am the wind, of the wielders of weapons I am Rāma, of fishes I am the shark, and of flowing rivers I am the Ganges."
Gita,10.32,"सर्गाणामादिरन्तश्च मध्यं चैवाहमर्जुन |
अध्यात्मविद्या विद्यानां वादः प्रवदतामहम् ||१०-३२||","Of all creations I am the beginning and the end and also the middle, O Arjuna. Of all sciences I am the spiritual science of the self, and among logicians I am the conclusive truth."
Gita,10.33,"अक्षराणामकारोऽस्मि द्वन्द्वः सामासिकस्य च |
अहमेवाक्षयः कालो धाताहं विश्वतोमुखः ||१०-३३||","Of letters I am the letter A, and among compound words I am the dual compound. I am also inexhaustible time, and of creators I am Brahmā."
Gita,10.34,"मृत्युः सर्वहरश्चाहमुद्भवश्च भविष्यताम् |
कीर्तिः श्रीर्वाक्च नारीणां स्मृतिर्मेधा धृतिः क्षमा ||१०-३४||","I am all-devouring death, and I am the generating principle of all that is yet to be. Among women I am fame, fortune, fine speech, memory, intelligence, steadfastness and patience."
Gita,10.35,"बृहत्साम तथा साम्नां गायत्री छन्दसामहम् |
मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकरः ||१०-३५||","Of the hymns in the Sāma Veda I am the Bṛhat-sāma, and of poetry I am the Gāyatrī. Of months I am Mārgaśīrṣa [November-December], and of seasons I am flower-bearing spring."
Gita,10.36,"द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम् |
जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम् ||१०-३६||","I am also the gambling of cheats, and of the splendid I am the splendor. I am victory, I am adventure, and I am the strength of the strong."
Gita,10.37,"वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनञ्जयः |
मुनीनामप्यहं व्यासः कवीनामुशना कविः ||१०-३७||","Of the descendants of Vṛṣṇi I am Vāsudeva, and of the Pāṇḍavas I am Arjuna. Of the sages I am Vyāsa, and among great thinkers I am Uśanā."
Gita,10.38,"दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम् |
मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम् ||१०-३८||","Among all means of suppressing lawlessness I am punishment, and of those who seek victory I am morality. Of secret things I am silence, and of the wise I am the wisdom."
Gita,10.39,"यच्चापि सर्वभूतानां बीजं तदहमर्जुन |
न तदस्ति विना यत्स्यान्मया भूतं चराचरम् ||१०-३९||","Furthermore, O Arjuna, I am the generating seed of all existences. There is no being – moving or nonmoving – that can exist without Me."
Gita,10.40,"नान्तोऽस्ति मम दिव्यानां विभूतीनां परन्तप |
एष तूद्देशतः प्रोक्तो विभूतेर्विस्तरो मया ||१०-४०||","O mighty conqueror of enemies, there is no end to My divine manifestations. What I have spoken to you is but a mere indication of My infinite opulences."
Gita,10.41,"यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा |
तत्तदेवावगच्छ त्वं मम तेजोंऽशसम्भवम् ||१०-४१||","Know that all opulent, beautiful and glorious creations spring from but a spark of My splendor."
Gita,10.42,"अथवा बहुनैतेन किं ज्ञातेन तवार्जुन |
विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत् ||१०-४२||","But what need is there, Arjuna, for all this detailed knowledge? With a single fragment of Myself I pervade and support this entire universe."
Gita,11.1,"अर्जुन उवाच |
मदनुग्रहाय परमं गुह्यमध्यात्मसंज्ञितम् |
यत्त्वयोक्तं वचस्तेन मोहोऽयं विगतो मम ||११-१||","Arjuna said: By my hearing the instructions You have kindly given me about these most confidential spiritual subjects, my illusion has now been dispelled."
Gita,11.2,"भवाप्ययौ हि भूतानां श्रुतौ विस्तरशो मया |
त्वत्तः कमलपत्राक्ष माहात्म्यमपि चाव्ययम् ||११-२||","O lotus-eyed one, I have heard from You in detail about the appearance and disappearance of every living entity and have realized Your inexhaustible glories."
Gita,11.3,"एवमेतद्यथात्थ त्वमात्मानं परमेश्वर |
द्रष्टुमिच्छामि ते रूपमैश्वरं पुरुषोत्तम ||११-३||","O greatest of all personalities, O supreme form, though I see You here before me in Your actual position, as You have described Yourself, I wish to see how You have entered into this cosmic manifestation. I want to see that form of Yours."
Gita,11.4,"मन्यसे यदि तच्छक्यं मया द्रष्टुमिति प्रभो |
योगेश्वर ततो मे त्वं दर्शयात्मानमव्ययम् ||११-४||","If You think that I am able to behold Your cosmic form, O my Lord, O master of all mystic power, then kindly show me that unlimited universal Self."
Gita,11.5,"श्रीभगवानुवाच |
पश्य मे पार्थ रूपाणि शतशोऽथ सहस्रशः |
नानाविधानि दिव्यानि नानावर्णाकृतीनि च ||११-५||","The Supreme Personality of Godhead said: My dear Arjuna, O son of Pṛthā, see now My opulences, hundreds of thousands of varied divine and multicolored forms."
Gita,11.6,"पश्यादित्यान्वसून्रुद्रानश्विनौ मरुतस्तथा |
बहून्यदृष्टपूर्वाणि पश्याश्चर्याणि भारत ||११-६||","O best of the Bhāratas, see here the different manifestations of Ādityas, Vasus, Rudras, Aśvinī-kumāras and all the other demigods. Behold the many wonderful things which no one has ever seen or heard of before."
Gita,11.7,"इहैकस्थं जगत्कृत्स्नं पश्याद्य सचराचरम् |
मम देहे गुडाकेश यच्चान्यद् द्रष्टुमिच्छसि ||११-७||","O Arjuna, whatever you wish to see, behold at once in this body of Mine! This universal form can show you whatever you now desire to see and whatever you may want to see in the future. Everything – moving and nonmoving – is here completely, in one place."
Gita,11.8,"न तु मां शक्यसे द्रष्टुमनेनैव स्वचक्षुषा |
दिव्यं ददामि ते चक्षुः पश्य मे योगमैश्वरम् ||११-८||",But you cannot see Me with your present eyes. Therefore I give you divine eyes. Behold My mystic opulence!
Gita,11.9,"सञ्जय उवाच |
एवमुक्त्वा ततो राजन्महायोगेश्वरो हरिः |
दर्शयामास पार्थाय परमं रूपमैश्वरम् ||११-९||","Sañjaya said: O King, having spoken thus, the Supreme Lord of all mystic power, the Personality of Godhead, displayed His universal form to Arjuna."
Gita,11.10,"अनेकवक्त्रनयनमनेकाद्भुतदर्शनम् |
अनेकदिव्याभरणं दिव्यानेकोद्यतायुधम् ||११-१०||","Arjuna saw in that universal form unlimited faces, eyes, and wonderful visions. The form was decorated with many celestial ornaments and held many uplifted divine weapons."
Gita,11.11,"दिव्यमाल्याम्बरधरं दिव्यगन्धानुलेपनम् |
सर्वाश्चर्यमयं देवमनन्तं विश्वतोमुखम् ||११-११||","He wore celestial garlands and garments, and many divine scents were smeared over His body. All was wondrous, brilliant, unlimited, and all-expanding."
Gita,11.12,"दिवि सूर्यसहस्रस्य भवेद्युगपदुत्थिता |
यदि भाः सदृशी सा स्याद्भासस्तस्य महात्मनः ||११-१२||","If hundreds of thousands of suns were to rise at once into the sky, their radiance might resemble the effulgence of the Supreme Person in that universal form."
Gita,11.13,"तत्रैकस्थं जगत्कृत्स्नं प्रविभक्तमनेकधा |
अपश्यद्देवदेवस्य शरीरे पाण्डवस्तदा ||११-१३||","At that time Arjuna could see in the universal form of the Lord the unlimited expansions of the universe situated in one place although divided into many, many thousands."
Gita,11.14,"ततः स विस्मयाविष्टो हृष्टरोमा धनञ्जयः |
प्रणम्य शिरसा देवं कृताञ्जलिरभाषत ||११-१४||","Then, bewildered and astonished, his hair standing on end, Arjuna bowed his head to offer obeisances and with folded hands began to pray to the Supreme Lord."
Gita,11.15,"अर्जुन उवाच |
पश्यामि देवांस्तव देव देहे
सर्वांस्तथा भूतविशेषसङ्घान् |
ब्रह्माणमीशं कमलासनस्थ-
मृषींश्च सर्वानुरगांश्च दिव्यान् ||११-१५||","Arjuna said: My dear Lord Kṛṣṇa, I see assembled in Your body all the demigods and various other living entities. I see Brahmā sitting on the lotus flower, as well as Lord Śiva and all the sages and divine serpents."
Gita,11.16,"अनेकबाहूदरवक्त्रनेत्रं
पश्यामि त्वां सर्वतोऽनन्तरूपम् |
नान्तं न मध्यं न पुनस्तवादिं
पश्यामि विश्वेश्वर विश्वरूप ||११-१६||","O Lord of the universe, O universal form, I see in Your body many, many arms, bellies, mouths and eyes, expanded everywhere, without limit. I see in You no end, no middle and no beginning."
Gita,11.17,"किरीटिनं गदिनं चक्रिणं च
तेजोराशिं सर्वतो दीप्तिमन्तम् |
पश्यामि त्वां दुर्निरीक्ष्यं समन्ताद्
दीप्तानलार्कद्युतिमप्रमेयम् ||११-१७||","Your form is difficult to see because of its glaring effulgence, spreading on all sides, like blazing fire or the immeasurable radiance of the sun. Yet I see this glowing form everywhere, adorned with various crowns, clubs and discs."
Gita,11.18,"त्वमक्षरं परमं वेदितव्यं
त्वमस्य विश्वस्य परं निधानम् |
त्वमव्ययः शाश्वतधर्मगोप्ता
सनातनस्त्वं पुरुषो मतो मे ||११-१८||","You are the supreme primal objective. You are the ultimate resting place of all this universe. You are inexhaustible, and You are the oldest. You are the maintainer of the eternal religion, the Personality of Godhead. This is my opinion."
Gita,11.19,"अनादिमध्यान्तमनन्तवीर्य-
मनन्तबाहुं शशिसूर्यनेत्रम् |
पश्यामि त्वां दीप्तहुताशवक्त्रं
स्वतेजसा विश्वमिदं तपन्तम् ||११-१९||","You are without origin, middle or end. Your glory is unlimited. You have numberless arms, and the sun and moon are Your eyes. I see You with blazing fire coming forth from Your mouth, burning this entire universe by Your own radiance."
Gita,11.20,"द्यावापृथिव्योरिदमन्तरं हि
व्याप्तं त्वयैकेन दिशश्च सर्वाः |
दृष्ट्वाद्भुतं रूपमुग्रं तवेदं
लोकत्रयं प्रव्यथितं महात्मन् ||११-२०||","Although You are one, You spread throughout the sky and the planets and all space between. O great one, seeing this wondrous and terrible form, all the planetary systems are perturbed."
Gita,11.21,"अमी हि त्वां सुरसङ्घा विशन्ति
केचिद्भीताः प्राञ्जलयो गृणन्ति |
स्वस्तीत्युक्त्वा महर्षिसिद्धसङ्घाः
स्तुवन्ति त्वां स्तुतिभिः पुष्कलाभिः ||११-२१||","All the hosts of demigods are surrendering before You and entering into You. Some of them, very much afraid, are offering prayers with folded hands. Hosts of great sages and perfected beings, crying “All peace!” are praying to You by singing the Vedic hymns."
Gita,11.22,"रुद्रादित्या वसवो ये च साध्या
विश्वेऽश्विनौ मरुतश्चोष्मपाश्च |
गन्धर्वयक्षासुरसिद्धसङ्घा
वीक्षन्ते त्वां विस्मिताश्चैव सर्वे ||११-२२||","All the various manifestations of Lord Śiva, the Ādityas, the Vasus, the Sādhyas, the Viśvedevas, the two Aśvīs, the Maruts, the forefathers, the Gandharvas, the Yakṣas, the Asuras and the perfected demigods are beholding You in wonder."
Gita,11.23,"रूपं महत्ते बहुवक्त्रनेत्रं
महाबाहो बहुबाहूरुपादम् |
बहूदरं बहुदंष्ट्राकरालं
दृष्ट्वा लोकाः प्रव्यथितास्तथाहम् ||११-२३||","O mighty-armed one, all the planets with their demigods are disturbed at seeing Your great form, with its many faces, eyes, arms, thighs, legs and bellies and Your many terrible teeth; and as they are disturbed, so am I."
Gita,11.24,"नभःस्पृशं दीप्तमनेकवर्णं
व्यात्ताननं दीप्तविशालनेत्रम् |
दृष्ट्वा हि त्वां प्रव्यथितान्तरात्मा
धृतिं न विन्दामि शमं च विष्णो ||११-२४||","O all-pervading Viṣṇu, seeing You with Your many radiant colors touching the sky, Your gaping mouths, and Your great glowing eyes, my mind is perturbed by fear. I can no longer maintain my steadiness or equilibrium of mind."
Gita,11.25,"दंष्ट्राकरालानि च ते मुखानि
दृष्ट्वैव कालानलसन्निभानि |
दिशो न जाने न लभे च शर्म
प्रसीद देवेश जगन्निवास ||११-२५||","O Lord of lords, O refuge of the worlds, please be gracious to me. I cannot keep my balance seeing thus Your blazing deathlike faces and awful teeth. In all directions I am bewildered."
Gita,11.26,"अमी च त्वां धृतराष्ट्रस्य पुत्राः
सर्वे सहैवावनिपालसङ्घैः |
भीष्मो द्रोणः सूतपुत्रस्तथासौ
सहास्मदीयैरपि योधमुख्यैः ||११-२६||","All the sons of Dhritarashtra, along with their allied kings, and Bhishma, Drona, Karna, and our chief soldiers also, are rushing into Your fearful mouths. And some I see trapped with heads smashed between Your teeth."
Gita,11.27,"वक्त्राणि ते त्वरमाणा विशन्ति
दंष्ट्राकरालानि भयानकानि |
केचिद्विलग्ना दशनान्तरेषु
सन्दृश्यन्ते चूर्णितैरुत्तमाङ्गैः ||११-२७||","I see all people rushing full speed into Your mouths, as moths dash to destruction in a blazing fire."
Gita,11.28,"यथा नदीनां बहवोऽम्बुवेगाः
समुद्रमेवाभिमुखा द्रवन्ति |
तथा तवामी नरलोकवीरा
विशन्ति वक्त्राण्यभिविज्वलन्ति ||११-२८||","As the many waves of the rivers flow into the ocean, so do all these great warriors enter blazing into Your mouths."
Gita,11.29,"यथा प्रदीप्तं ज्वलनं पतङ्गा
विशन्ति नाशाय समृद्धवेगाः |
तथैव नाशाय विशन्ति लोकास्-
तवापि वक्त्राणि समृद्धवेगाः ||११-२९||","I see all people rushing full speed into Your mouths, as moths dash to destruction in a blazing fire."
Gita,11.30,"लेलिह्यसे ग्रसमानः समन्ताल्-
लोकान्समग्रान्वदनैर्ज्वलद्भिः |
तेजोभिरापूर्य जगत्समग्रं
भासस्तवोग्राः प्रतपन्ति विष्णो ||११-३०||","O Viṣṇu, I see You devouring all people from all sides with Your flaming mouths. Covering all the universe with Your effulgence, You are manifest with terrible, scorching rays."
Gita,11.31,"आख्याहि मे को भवानुग्ररूपो
नमोऽस्तु ते देववर प्रसीद |
विज्ञातुमिच्छामि भवन्तमाद्यं
न हि प्रजानामि तव प्रवृत्तिम् ||११-३१||","O Lord of lords, so fierce of form, please tell me who You are. I offer my obeisances unto You; please be gracious to me. You are the primal Lord. I want to know about You, for I do not know what Your mission is."
Gita,11.32,"श्रीभगवानुवाच |
कालोऽस्मि लोकक्षयकृत्प्रवृद्धो
लोकान्समाहर्तुमिह प्रवृत्तः |
ऋतेऽपि त्वां न भविष्यन्ति सर्वे
येऽवस्थिताः प्रत्यनीकेषु योधाः ||११-३२||","The Supreme Personality of Godhead said: Time I am, the great destroyer of the worlds, and I have come here to destroy all people. With the exception of you [the Pāṇḍavas], all the soldiers here on both sides will be slain."
Gita,11.33,"तस्मात्त्वमुत्तिष्ठ यशो लभस्व
जित्वा शत्रून् भुङ्क्ष्व राज्यं समृद्धम् |
मयैवैते निहताः पूर्वमेव
निमित्तमात्रं भव सव्यसाचिन् ||११-३३||","Therefore get up. Prepare to fight and win glory. Conquer your enemies and enjoy a flourishing kingdom. They are already put to death by My arrangement, and you, O Savyasācī, can be but an instrument in the fight."
Gita,11.34,"द्रोणं च भीष्मं च जयद्रथं च
कर्णं तथान्यानपि योधवीरान् |
मया हतांस्त्वं जहि मा व्यथिष्ठा
युध्यस्व जेतासि रणे सपत्नान् ||११-३४||","Droṇa, Bhīṣma, Jayadratha, Karṇa and the other great warriors have already been destroyed by Me. Therefore, kill them and do not be disturbed. Simply fight, and you will vanquish your enemies in battle."
Gita,11.35,"सञ्जय उवाच |
एतच्छ्रुत्वा वचनं केशवस्य
कृताञ्जलिर्वेपमानः किरीटी |
नमस्कृत्वा भूय एवाह कृष्णं
सगद्गदं भीतभीतः प्रणम्य ||११-३५||","Sañjaya said to Dhṛtarāṣṭra: O King, after hearing these words from the Supreme Personality of Godhead, the trembling Arjuna offered obeisances with folded hands again and again. He fearfully spoke to Lord Kṛṣṇa in a faltering voice, as follows."
Gita,11.36,"अर्जुन उवाच |
स्थाने हृषीकेश तव प्रकीर्त्या
जगत्प्रहृष्यत्यनुरज्यते च |
रक्षांसि भीतानि दिशो द्रवन्ति
सर्वे नमस्यन्ति च सिद्धसङ्घाः ||११-३६||","Arjuna said: O master of the senses, the world becomes joyful upon hearing Your name, and thus everyone becomes attached to You. Although the perfected beings offer You their respectful homage, the demons are afraid, and they flee here and there. All this is rightly done."
Gita,11.37,"कस्माच्च ते न नमेरन्महात्मन्
गरीयसे ब्रह्मणोऽप्यादिकर्त्रे |
अनन्त देवेश जगन्निवास
त्वमक्षरं सदसत्तत्परं यत् ||११-३७||","O great one, greater even than Brahmā, You are the original creator. Why then should they not offer their respectful obeisances unto You? O limitless one, God of gods, refuge of the universe! You are the invincible source, the cause of all causes, transcendental to this material manifestation."
Gita,11.38,"त्वमादिदेवः पुरुषः पुराणस्-
त्वमस्य विश्वस्य परं निधानम् |
वेत्तासि वेद्यं च परं च धाम
त्वया ततं विश्वमनन्तरूप ||११-३८||","You are the original Personality of Godhead, the oldest, the ultimate sanctuary of this manifested cosmic world. You are the knower of everything, and You are all that is knowable. You are the supreme refuge, above the material modes. O limitless form! This whole cosmic manifestation is pervaded by You!"
Gita,11.39,"वायुर्यमोऽग्निर्वरुणः शशाङ्कः
प्रजापतिस्त्वं प्रपितामहश्च |
नमो नमस्तेऽस्तु सहस्रकृत्वः
पुनश्च भूयोऽपि नमो नमस्ते ||११-३९||","You are air, and You are the supreme controller! You are fire, You are water, and You are the moon! You are Brahmā, the first living creature, and You are the great-grandfather. I therefore offer my respectful obeisances unto You a thousand times, and again and yet again!"
Gita,11.40,"नमः पुरस्तादथ पृष्ठतस्ते
नमोऽस्तु ते सर्वत एव सर्व |
अनन्तवीर्यामितविक्रमस्त्वं
सर्वं समाप्नोषि ततोऽसि सर्वः ||११-४०||","Obeisances to You from the front, from behind and from all sides! O unbounded power, You are the master of limitless might! You are all-pervading, and thus You are everything!"
Gita,11.41,"सखेति मत्वा प्रसभं यदुक्तं
हे कृष्ण हे यादव हे सखेति |
अजानता महिमानं तवेदं
मया प्रमादात्प्रणयेन वापि ||११-४१||","Therefore, get up and prepare to fight. After conquering your enemies, you will enjoy a flourishing kingdom. They are already put to death by My arrangement, and you, O Savyasachin, can be but an instrument in the fight."
Gita,11.42,"यच्चावहासार्थमसत्कृतोऽसि
विहारशय्यासनभोजनेषु |
एकोऽथवाप्यच्युत तत्समक्षं
तत्क्षामये त्वामहमप्रमेयम् ||११-४२||","Of cheats, I am the gambling of cheats, and I am the brilliance of the brilliant. I am victory, I am endeavor, and I am the strength of the strong."
Gita,11.43,"पितासि लोकस्य चराचरस्य
त्वमस्य पूज्यश्च गुरुर्गरीयान् |
न त्वत्समोऽस्त्यभ्यधिकः कुतोऽन्यो
लोकत्रयेऽप्यप्रतिमप्रभाव ||११-४३||","You are the father of this complete cosmic manifestation, of the moving and the nonmoving. You are its worshipable chief, the supreme spiritual master. No one is greater than You, nor can anyone be one with You. How then could there be anyone greater than You within the three worlds, O Lord of immeasurable power?"
Gita,11.44,"तस्मात्प्रणम्य प्रणिधाय कायं
प्रसादये त्वामहमीशमीड्यम् |
पितेव पुत्रस्य सखेव सख्युः
प्रियः प्रियायार्हसि देव सोढुम् ||११-४४||","You are the Supreme Lord, to be worshiped by every living being. Thus I fall down to offer You my respectful obeisances and ask Your mercy. As a father tolerates the impudence of his son, a friend the impertinence of a friend, or a husband the familiarity of his wife, please tolerate the wrongs I may have done You."
Gita,11.45,"अदृष्टपूर्वं हृषितोऽस्मि दृष्ट्वा
भयेन च प्रव्यथितं मनो मे |
तदेव मे दर्शय देव रूपं
प्रसीद देवेश जगन्निवास ||११-४५||","After seeing this universal form, which I have never seen before, I am gladdened, but at the same time my mind is disturbed with fear. Therefore please bestow Your grace upon me and reveal again Your form as the Personality of Godhead, O Lord of lords, O abode of the universe."
Gita,11.46,"किरीटिनं गदिनं चक्रहस्तं
इच्छामि त्वां द्रष्टुमहं तथैव |
तेनैव रूपेण चतुर्भुजेन
सहस्रबाहो भव विश्वमूर्ते ||११-४६||","O universal form, O thousand-armed Lord, I wish to see You in Your four-armed form, with helmeted head and with club, wheel, conch and lotus flower in Your hands. I long to see You in that form."
Gita,11.47,"श्रीभगवानुवाच |
मया प्रसन्नेन तवार्जुनेदं
रूपं परं दर्शितमात्मयोगात् |
तेजोमयं विश्वमनन्तमाद्यं
यन्मे त्वदन्येन न दृष्टपूर्वम् ||११-४७||","The Supreme Personality of Godhead said: My dear Arjuna, happily have I shown you, by My internal potency, this supreme universal form within the material world. No one before you has ever seen this primal form, unlimited and full of glaring effulgence."
